	TCGA-55-6971-11A	TCGA-91-6847-11A	TCGA-55-6970-11A	TCGA-55-6983-11A	TCGA-44-6778-11A	TCGA-49-4490-11A	TCGA-55-6982-11A	TCGA-50-5930-11A	TCGA-55-6978-11A	TCGA-49-6761-11A	TCGA-55-6979-11A	TCGA-44-6145-11A	TCGA-38-4625-11A	TCGA-50-5931-11A	TCGA-73-4676-11A	TCGA-50-5939-11A	TCGA-44-6777-11A	TCGA-44-3396-11A	TCGA-50-5935-11A	TCGA-49-6744-11A	TCGA-38-4626-11A	TCGA-49-6742-11A	TCGA-44-6144-11A	TCGA-55-6986-11A	TCGA-91-6836-11A	TCGA-44-6146-11A	TCGA-91-6829-11A	TCGA-55-6981-11A	TCGA-91-6835-11A	TCGA-50-6595-11A	TCGA-55-6968-11A	TCGA-44-6148-11A	TCGA-49-4512-11A	TCGA-44-2668-11A	TCGA-55-6984-11A	TCGA-49-6745-11A	TCGA-55-6969-11A	TCGA-38-4627-11A	TCGA-91-6831-11A	TCGA-44-2665-11A	TCGA-50-5933-11A	TCGA-91-6849-11A	TCGA-55-6972-11A	TCGA-44-2662-11A	TCGA-50-5936-11A	TCGA-50-5932-11A	TCGA-44-2661-11A	TCGA-44-2657-11A	TCGA-38-4632-11A	TCGA-44-6147-11A	TCGA-91-6828-11A	TCGA-49-6743-11A	TCGA-55-6975-11A	TCGA-44-6776-11A	TCGA-44-5645-11A	TCGA-55-6985-11A	TCGA-55-6980-11A	TCGA-44-2655-11A
DDX41	32.6339	35.7305	37.012	36.9526	38.7468	25.6352	41.8198	32.2377	40.0908	34.4889	33.583	33.001	33.828	29.7508	28.6865	36.895	35.1077	39.0362	40.0786	35.3156	35.3012	34.5763	41.3741	38.0382	35.4872	36.4686	36.8441	48.5121	48.7204	35.9354	40.894	39.7937	17.9164	40.8582	33.5393	33.7425	36.5098	34.6625	27.0233	44.4844	32.6425	37.3796	37.7609	39.4603	36.9392	37.6833	49.2384	47.2762	32.1406	29.0859	35.4759	35.9666	34.7744	37.5104	44.6794	34.0334	39.4318	45.3443
ABHD16B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52E8	0	0	0	0	0	0	0	0	0.1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8911	0	0	0	0	0	0	0	0	0	0	0	0.7275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC60	0.1139	11.3026	1.0169	4.6086	1.6668	1.0439	7.1349	0.1195	15.297	0.4247	0.9054	2.4634	2.5127	0.2082	1.004	0.5051	1.8863	5.2159	5.3223	1.4978	5.6802	9.0183	0.1851	21.8832	1.9508	0.4803	3.2936	2.7443	20.9379	2.2353	0.5814	19.2099	1.8487	0.3499	5.5769	7.5483	0.5651	0.3143	0.2545	0.9821	5.423	11.7554	1.2742	0.1696	0.5262	0.9873	0.7715	2.3054	1.0291	1.0186	15.6526	0.4148	0.1217	4.3482	3.483	6.361	2.5934	3.5453
PLGLB1	0.1517	0.0726	0.271	0.0774	0	0.0271	0.2803	0.0318	0	0	0.042	0.0292	0	0.0634	0.063	0.095	0.0324	0.0443	0.0368	0.071	0.0553	0.0254	0.0846	0.2501	0.0693	0.1182	0.0732	0.3837	0.1916	0.1264	0.1631	0.2149	0	0	0.1427	0	0.1339	0	0.1085	0.0499	0	0.0764	0.2397	0.0402	0.033	0.2105	0.0705	0.0241	0	0.0758	0.0637	0.0316	0.2162	0.1078	0.0485	0.1175	0.2676	0.0312
DAZAP2	217.9076	252.4042	248.5298	220.9661	259.4956	299.3812	232.1659	233.5251	280.9304	261.6085	221.2903	206.4404	251.0101	245.7868	255.6054	236.1666	224.4673	247.0893	232.4092	272.9886	240.7351	257.8911	223.893	258.2633	249.2525	251.5647	159.8542	216.5003	235.8408	260.9506	194.4816	243.4995	258.1692	217.9367	220.78	286.1026	199.0753	247.6592	254.1009	227.8438	267.1458	275.6329	245.7471	224.3273	260.8971	275.424	237.9746	253.746	239.8158	231.1457	247.7113	300.5946	264.1787	268.5578	268.6415	209.2832	216.7107	249.6899
CCBE1	14.1515	24.0045	23.1149	13.2639	25.9437	20.2962	18.2502	26.9718	13.5046	12.992	6.2437	11.4515	11.2105	18.2962	10.5082	23.0627	15.7453	20.5163	9.2239	29.6613	5.8412	5.9152	10.1344	17.1409	9.438	41.5084	4.3719	12.5561	7.0352	19.0509	5.8958	30.3013	8.7847	8.1305	11.5143	9.2523	5.8412	10.4485	21.7606	10.8334	26.1245	34.7814	22.1564	16.4091	26.4991	46.4768	21.178	9.261	8.9572	17.8824	13.09	17.9691	27.9642	10.4185	16.827	15.0719	29.3447	19.4678
SELENOF	237.2496	220.0455	288.0988	248.9277	304.9203	639.9146	266.911	225.8951	266.4028	246.3938	234.0559	214.6954	319.336	233.7277	383.617	239.6659	235.85	243.6956	237.3981	333.0803	356.3487	292.7569	221.081	231.0786	242.1542	237.5933	191.7143	238.7233	267.2424	245.7426	260.6487	224.2005	448.7439	229.7085	271.3936	562.5787	192.2906	507.7569	297.1466	250.6134	255.4856	250.7149	234.3322	211.3168	241.3027	282.67	268.8475	249.3465	464.3254	220.0922	253.5528	403.1152	231.5796	281.9058	267.086	240.399	202.6416	246.3235
OR5P2	0	0.4373	0.1166	0.5827	0.1784	0.0818	0.1206	0.0959	0.3435	0	0.1264	0.1758	0.0841	0	0	0	0	0.1333	0	0	0	0.1528	0.1698	0.3348	0.3132	0	0	0	0.2886	0.1631	0	0.0647	0	0	0.2388	0	0.1008	0	0	0.0501	0.0829	0.8057	0	0	0.1988	0.2536	0.1416	0.0726	0	0.1521	0	0.2854	0.1303	0.6495	0.0731	0.2528	0.2687	0.1411
FAM9A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA2B	0	0	0	0	0	0	0	0	0	0	0	0	0.0186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0	0	0	0	0	0.0208
TMEM121B	0.289	0.0922	0.9343	0.3439	1.0344	0.3103	0.7627	0.2225	0.5552	1.2545	0.6396	0.3521	0.3367	0.2416	0.7996	0.6436	0.6797	0.7493	0.7253	0.2253	0.5268	0.1289	0.9308	0.6	0.5063	0.2001	1.1458	1.066	0.507	0.5388	0.3522	0.5049	0.0869	1.1955	0.151	0.4629	0.3826	0.4113	0.6202	0.3061	0.3671	0.4125	0.6343	0.8802	0.4401	0.2139	1.1042	0.8263	1.5412	0.7537	0.5258	0.2006	0.4943	0.2282	0.7552	1.1512	0.7079	0.5554
ZNF623	13.8771	12.6039	12.6597	9.9103	9.4837	7.5413	19.7888	10.586	11.984	10.0418	8.1009	8.2909	6.9721	7.6369	4.8273	11.0135	10.2839	12.333	14.4734	15.9552	4.8387	9.5303	10.297	11.9944	9.8487	16.7515	8.5008	13.1735	14.5319	12.726	10.7553	15.9044	5.1234	9.2278	10.8759	7.7518	9.6152	5.7016	8.6632	10.2537	8.1699	11.1837	14.5589	6.1517	12.8439	14.9817	13.9151	11.6715	5.083	9.829	11.8922	7.3935	11.0202	11.3286	15.6084	9.8112	14.4402	12.8761
OR2T34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0
OR52L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0709	0	0	0	0	0.1273	0	0	0	0	0
EPHA10	0.2997	0.1864	0.3976	0.703	0.2106	0.0643	0.7433	0.3648	0.2553	0.2113	0.8952	0.7723	0.226	0.1503	0.1119	0.2627	0.9481	0.1864	0.4657	0.2523	0.6281	1.1323	0.3118	0.1811	0.178	0.4512	0.6164	0.341	1.1101	0.2139	0.5412	0.4159	0.5731	0.9331	0.3194	0.1551	0.9519	0.3176	0.1072	0.3217	0.261	0.1358	0.363	0.1984	0.2998	0.2162	0.6498	0.7043	0.2758	0.1596	0.4277	0.0998	0.3075	0.1136	0.1821	0.4575	0.5813	0.2406
SPDYE4	0.0919	0.2199	0.1173	0	0.1794	0	0.1213	0	0.1152	0.1247	0	0.0884	0.0845	0	0	0.0959	0.0983	0	0	0.215	0.0838	0	0.2562	0.0421	0	0.8352	0.0739	0	0.0967	0.1641	0	0.0651	0	0	0.048	0	0.2028	0	0.1644	0	0.2502	0	0	0	0.1999	0	0.0712	0	0	0.0765	0	0	0.131	0	0.0735	0	0.1351	0
CCDC125	7.5796	9.4465	6.64	10.7405	7.852	3.3409	10.8561	4.3696	11.3975	4.5837	6.4014	5.7108	3.6708	3.5572	3.5189	6.4544	4.9999	7.0887	7.9245	7.0591	8.8372	7.0223	6.29	15.352	8.6582	6.5166	7.4092	9.2514	12.7187	6.8624	7.1746	10.5708	3.1812	3.1392	7.575	9.8889	7.3335	3.0284	7.4885	6.3308	6.5545	10.3611	7.0291	3.9721	6.0323	6.2521	5.4998	6.3105	4.1723	3.5565	10.7432	6.0417	5.6543	8.0915	6.1013	8.792	8.7274	5.2499
REC114	0.1062	0.2541	0	0	0.1037	0	0.2803	0	0	0	0.2938	0	0.0977	0.111	0	0	0	0	0	0.1242	0.1452	0	0	0.0486	0.1213	0.2757	0.0853	0	0.3353	0.1264	0.1142	0.0752	0	0.0622	0.222	0.1963	0.1171	0	0.3799	0.1163	0.0964	0	0	0	0	0	0	0	0	0	0	0.2211	0.1514	0.1258	0.0849	0.0588	0.4683	0.1093
BOLA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCOR	16.4178	16.4087	14.3354	8.8512	16.3104	7.2077	23.7114	15.0556	13.8545	17.2277	12.3741	14.5182	7.5173	12.5276	8.3793	23.3114	16.2426	21.1839	21.8935	25.3155	5.9744	13.7006	15.8953	17.14	16.1961	22.3641	10.1911	14.7446	17.5658	22.4438	12.5309	20.0751	4.631	12.4025	12.9922	7.2011	11.9822	5.9524	19.094	13.5011	31.8752	12.1523	18.3457	11.9886	22.0971	24.2308	19.4228	17.3618	5.4424	14.2328	15.3623	14.2602	13.0024	16.6749	20.3024	13.0357	16.7121	19.7135
JRKL	13.0884	13.9389	16.0135	10.2209	8.5997	5.3615	19.2952	9.1938	13.637	11.9503	8.5017	8.4728	6.6774	7.6282	4.8627	13.4208	9.9657	10.2587	13.2173	17.8807	5.5782	10.0852	10.6112	16.5605	8.5726	12.7667	8.9119	11.9833	14.0704	13.4402	10.7392	16.2525	7.6479	5.2471	10.3313	7.3605	8.9553	7.07	11.5877	8.1503	8.0636	12.9004	12.7809	6.189	14.0107	14.1084	10.9487	7.3626	6.2018	10.5727	13.037	8.0519	9.3451	15.1964	12.9877	11.2639	12.6471	11.6405
CABCOCO1	2.844	36.647	3.8341	16.2819	6.7038	11.7124	18.3357	2.9849	37.1739	4.5851	3.9333	13.1064	11.2012	4.2056	6.235	3.1925	11.8156	20.8399	33.1633	8.2199	19.7055	33.8686	2.9907	58.1106	9.8073	3.0647	9.1843	10.0929	72.5078	12.4505	4.9036	47.3114	22.6539	1.3191	18.9246	47.9464	2.4857	6.7541	4.6058	3.8499	20.9826	36.8234	5.5106	2.6287	4.7851	5.286	4.4878	6.1358	4.5857	7.3684	45.1079	6.4793	1.4531	14.8697	12.0596	17.5128	11.2765	15.0796
GBP6	0.2294	1.9957	1.1177	1.1168	0.5293	0.8769	1.9537	0.3502	6.506	0.5092	0.8654	0.5415	0.6042	0.1308	0.8439	0.1742	0.3344	2.352	1.7474	0.3658	4.1337	2.0749	0.3487	8.1752	0.5718	0.758	1.6592	0.5604	4.2582	0.3598	0.4036	12.1119	1.1289	0.3174	1.3949	2.621	0.5061	0.4145	0.4103	0.3427	1.0218	2.5474	0.5767	0.3866	0.6124	0.5209	0.7591	0.4803	0.4799	0.2951	4.4653	0.5428	0.4162	1.9513	0.5672	2.4459	1.6245	0.687
KIAA2026	14.9383	14.2772	19.3977	9.7644	19.3504	4.8453	18.707	11.1404	15.5878	13.9907	13.6143	11.6556	5.6048	11.3684	5.0943	17.1528	10.1289	15.2377	15.6527	20.2922	6.0255	9.8157	13.748	15.4447	14.5944	18.9873	9.5273	17.6132	13.4455	17.9664	9.4085	15.5714	4.2118	8.8109	10.7673	6.6094	13.6986	4.8503	20.0087	10.2726	17.1317	14.7697	14.8986	10.4071	18.8966	19.9287	12.9217	8.9856	4.5988	13.0541	17.6929	10.5342	13.2266	18.3578	12.7846	14.7456	12.8269	12.9565
OVCH2	5.2389	4.5317	5.7295	5.3075	4.6111	1.8411	7.0969	2.0128	6.5044	2.0301	2.5877	1.8892	1.2904	4.0082	1.3102	2.3435	1.5	2.8875	2.4422	3.2271	2.4083	0.5084	5.4312	4.9692	4.3814	2.1858	2.1801	9.1678	1.3291	4.703	1.5086	4.9689	1.1393	1.8343	3.9103	3.5442	7.8419	1.5494	5.3532	2.3569	3.9892	5.1241	6.4665	3.2824	2.6452	4.6079	2.8254	1.3	0.9225	4.7103	4.9581	1.5094	3.0666	3.5452	3.0303	4.0106	4.5368	2.6723
SYNDIG1L	5.5703	2.622	5.9151	13.7452	44.1957	2.1218	2.7025	3.5455	5.0874	4.5818	2.2863	13.7887	2.2307	10.5153	5.1078	4.0512	1.3445	5.3802	2.3127	5.211	2.9146	4.5967	7.1772	1.7114	6.1988	3.9184	2.0503	6.9868	0.9077	4.9176	4.7136	1.6288	0.7781	10.7277	4.9196	2.7894	6.5799	2.1162	3.2774	6.2984	16.1394	2.9413	7.4286	4.4252	3.0875	2.6427	1.8646	4.0808	6.2605	17.3467	9.5798	4.6761	9.0145	6.9371	3.018	2.9223	3.4856	1.7017
FHL3	13.1164	13.9967	18.7886	11.6869	21.0826	18.7995	21.293	23.4898	22.5399	22.6174	21.3096	20.7246	23.4058	13.6555	26.5069	20.9176	28.5095	23.2741	26.9971	20.9824	22.6603	17.4872	14.2672	18.8442	20.1627	18.8608	24.5667	27.8992	25.7081	21.9888	28.9364	17.0583	11.1283	49.6017	16.7889	15.3186	21.4044	46.3709	20.9259	36.6394	16.4122	21.0588	18.8099	29.794	20.3089	16.4396	51.1636	32.911	22.01	86.9604	13.7141	25.5809	18.9021	15.1864	25.2706	15.1044	21.8549	32.575
OR56A4	0	0	0	0	0	0	0.0328	0	0	0	0	0	0	0.026	0	0	0	0.0121	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0272	0	0	0	0	0	0	0	0	0
PMCH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM89	0.1696	0.8116	0.2165	0.2163	0	0.1518	0.2238	0	0	0	0.2346	0	0	0.1773	0	0	0	0.1649	0	0	0.0773	0	0	0.1554	0.1938	0.2202	0.5453	0.2681	0.1785	0.1009	0.5471	0	0	0.0993	0.0886	0	0.1871	0	0	0.1858	0	0.2136	0.8934	0	0	0	0	0.1347	0	0.2824	0	0	0.2418	0.4018	0	0.1877	0.7479	0.2619
C19orf71	6.6689	6.7627	8.1391	5.7298	9.7636	0.6484	17.0231	2.4346	9.4442	2.5562	7.4187	4.74	1.9998	3.03	0.6016	4.9937	4.1841	6.1308	5.457	5.764	2.1137	1.5756	4.5787	9.5595	5.1338	7.9037	4.5434	15.1239	8.8491	6.9864	7.7932	9.5484	0.5231	5.7702	4.9237	2.6792	12.3126	1.0671	4.4072	6.8286	4.4721	7.4845	12.0253	5.9505	5.5182	4.2242	4.8276	4.9503	1.5884	5.6707	4.2602	2.4146	8.8848	5.1506	6.1455	7.2177	15.3398	4.1786
CCDC159	11.2045	11.1869	11.351	9.472	11.8276	8.3023	11.8321	7.7977	10.3616	10.9572	9.5104	11.7686	9.5185	7.5126	9.7782	8.2317	7.4532	9.3263	8.3495	8.4629	10.3195	9.1658	9.7377	13.6302	11.5629	9.987	11.3606	14.8215	14.2204	10.7714	12.7179	9.6376	7.0925	9.035	9.1833	9.6422	15.8056	10.7959	9.5879	10.9562	10.7544	12.2008	15.9549	10.8556	9.4131	10.5752	9.0304	11.6083	10.748	7.2836	9.084	9.9863	11.5825	11.9874	12.9612	11.6909	14.3103	9.2567
RIPK4	13.2362	25.7841	10.6795	18.5501	7.9793	7.5962	23.5298	13.8411	22.7084	17.9853	12.8882	17.9224	12.2949	18.9932	12.2931	12.2919	13.2901	18.6389	25.0821	18.1808	12.5935	18.0015	13.1087	33.8922	10.8395	19.2022	8.3486	16.7677	35.2846	16.0535	10.6464	25.4158	7.1114	13.6432	24.2941	12.5003	13.8207	5.6594	12.4435	17.2704	28.322	24.5707	17.523	13.5465	19.3159	19.3101	20.387	11.4959	6.4246	10.7522	24.4881	11.2453	13.5588	21.7546	17.3389	13.54	21.9902	22.191
LRIT3	0.5875	0.4977	0.2811	0.6553	0.2867	0.0219	0.5167	0.1285	0.2146	0.166	0.1016	0.5414	0.0788	0.2302	0.0762	0	0.0523	0.1666	0.0892	0.2004	0.1338	0.0614	0.0682	0.4035	0.1957	0.1271	0.1967	0.5416	0.5152	0.2184	0.2368	0.208	0	0.3009	0.3965	0.0679	0.297	0.0721	0.0875	0.2011	0.111	0.1233	0.29	0.1296	0.1331	0.1019	0.1327	0.1361	0.2145	0.1833	0.2055	0.2038	0.314	0.3189	0.0979	0.2302	0.2878	0.126
NPIPA1	1.9766	1.4121	0.8294	1.2853	1.7091	0.2492	0.9801	1.0025	1.4957	0.6657	0.6972	1.4925	0.4636	0.3327	0.3303	1.1354	0.4963	0.7867	0.2094	0.9773	0.7072	0.3105	0.5915	3.1769	1.182	0.706	1.6629	2.0758	2.6525	1.2549	1.526	0.6952	0.1436	0.528	1.3862	0.3922	2.7361	0.166	0.3558	0.8791	1.709	2.6057	2.1133	0.5884	1.4859	1.27	0.6061	0.3792	0.2035	1.38	0.8771	0.2347	1.21	1.5395	2.9495	0.6311	1.2866	0.4848
SF3A3	49.6352	57.0557	58.7844	58.5454	59.7358	68.1509	67.8349	51.7524	62.9349	56.361	47.511	54.2935	50.3049	55.1199	46.0008	57.8324	57.1861	55.5098	58.5608	70.1891	45.7099	57.3958	54.2874	63.7607	60.1379	63.1898	52.9915	65.2455	72.4104	57.7459	57.328	62.7847	52.7432	56.2386	56.8627	62.0946	51.7563	52.771	67.8464	57.2003	59.1473	64.1729	62.8722	45.3515	61.8645	67.9271	68.1878	67.9881	53.7767	56.6984	57.8844	67.653	58.7241	64.0396	64.5042	55.26	60.6989	66.7602
TFDP3	0	0	0	0	0	0	0	0	0	0	0	0	0.0265	0	0	0.0602	0	0	0	0	0	0.0965	0	0	0	0	0.0464	0	0	0	0.0621	0	0	0	0	0	0	0.1699	0	0.0316	0	0	0	0	0.1883	0	0	0	0.0632	0	0	0	0	0	0.0462	0.0319	0	0.0297
TRIM61	2.3646	4.0466	3.6205	4.1278	1.8109	6.3785	2.6398	2.3673	1.0938	3.2072	2.3647	2.2039	1.957	1.4066	2.7929	2.1644	2.4498	1.2378	2.4736	4.0413	2.5691	1.6727	2.3993	2.3488	1.7869	2.1249	2.0463	1.15	1.8377	2.8786	3.4809	2.4733	3.1833	0.9582	3.7825	4.2019	2.568	3.1866	2.1467	1.7932	0.5941	2.0155	1.5327	1.2523	2.3737	2.2209	3.0144	1.04	5.2214	1.7257	2.3289	3.8247	3.2664	2.3695	2.9096	2.4752	2.1919	2.9959
GRIN2A	0.1833	0.0626	0.1603	0.0267	0.0613	0.1358	0.1312	0.0934	0.0656	0.0284	0.1303	0.3575	0.0265	0.2517	0.0163	0.2787	0.2462	0.1094	0.2479	0.2143	0.0167	0.1663	0.1021	0.1295	0.1316	0.2447	0.0421	0.6786	0.9808	0.0934	0.0507	0.3374	0.0945	0.141	0.0985	0.0677	0.0751	0.027	0.1872	0.1176	0.095	0.2505	0.3516	0.0659	0.0399	0.1743	0.2189	0.0208	0.0115	0.1961	0.0659	0.1036	0.0746	0.1426	0.1047	0.1419	0.2154	0.2183
URAD	0	0	0	0.1288	0.0986	0	0	0.1061	0.1266	0	0	0	0	0	0	0	0	0	0	0	0	0.0845	0	0	0	0.1312	0	0	0	0	0	0	0	0	0.0528	0	0	0	0	0.0553	0.0917	0	0.133	0	0	0	0	0	0	0	0	0	0.144	0	0	0.1118	0.1485	0
GTF2H2C	1.3347	1.2742	1.9686	1.4831	2.1154	1.3364	1.5186	0.6683	1.488	1.0297	1.8628	1.1893	1.2668	1.4075	0.8257	1.4315	1.2303	1.2023	1.3084	2.0476	1.127	1.2489	1.4673	1.8559	1.4966	1.796	1.3579	2.5354	1.5592	1.3332	1.3691	1.6736	1.679	0.9532	1.4203	1.7877	1.2695	1.4421	1.9926	0.9925	1.3887	1.2797	1.7412	1.0943	1.6246	1.3761	1.4129	1.6335	1.4757	1.4674	1.979	1.606	2.3734	2.2186	1.4886	1.3886	1.5655	1.3802
ASB7	10.2327	11.2975	11.2111	11.7389	9.4514	10.4474	14.8285	10.5669	11.7183	10.7007	9.3166	9.3999	9.0816	9.1054	7.7103	11.0055	9.1377	10.8997	12.3802	16.2254	8.9409	11.2172	10.1853	12.0787	9.5978	12.3794	9.164	12.181	13.4464	11.751	8.7576	12.5359	8.9006	10.3822	11.8215	10.6731	8.5404	9.4184	10.0165	9.0031	8.1046	11.225	12.629	5.3806	10.6304	12.9023	12.191	9.9861	9.2458	9.0034	11.0079	10.5373	9.8356	12.118	11.5075	8.9918	11.2446	12.3141
SH2D7	0.2713	0.3651	0.3462	0.0432	0.2979	0.4551	0.6712	0	0.2549	0.138	0.0938	0.1957	0.1871	0.1063	0	0.1416	0.1813	0.1154	0.4942	0.1983	0.0618	0.0851	0.252	0.4349	0.2712	0.3082	0.0273	0.5361	0.464	0.4036	0.0729	0.4804	0.0918	0.0199	0.1418	0.5641	0.187	0.2497	0.1213	0.3715	0.4616	0.1708	0.134	0.0674	0.3688	0.1882	0.2101	0.1616	0.2601	0.0847	0.2136	0.3531	0.0967	0.1607	0.434	0.1689	0.1495	0.6983
TREX2	0.5039	0.4735	0.4133	0.3212	0.8782	0	0.9497	0.34	0.4509	0.2929	0.7964	0.3115	0.3641	0.4137	0.2614	0.4508	0.4232	0.5948	0.3496	0.1263	0.1804	0.1504	0.4346	0.7087	0.4111	0.5606	0.4049	1.6497	0.7575	0.985	0.7352	0.6117	0.1299	0.4634	0.6394	0.1663	0.7939	0.3444	0.3218	0.5913	0.2286	0.7704	1.0425	0.3812	0.274	0.3496	0.9755	0.9145	0.3155	0.3894	0.3399	0.4121	0.3591	0.1279	0.7772	0.438	1.2165	0.7039
GPR132	4.9626	1.5605	12.0693	6.4457	8.6639	1.8758	9.2522	3.0811	5.3413	3.0652	11.9223	6.7885	2.7424	4.6016	3.2148	4.9124	4.8065	11.019	3.5927	3.5145	7.176	1.9088	6.6874	4.8542	6.0148	9.2541	2.9393	4.1245	4.1437	5.9603	7.0135	4.5209	2.2489	11.8641	2.2399	2.3896	5.602	4.013	6.041	4.6831	4.7983	3.8138	4.4786	11.9844	4.6114	3.071	6.2967	14.8747	4.8756	10.9745	4.499	4.1472	7.2388	4.4973	4.5467	5.8898	6.4027	3.0819
MX2	6.6853	4.2993	6.16	5.9633	8.925	2.6774	6.7266	5.0434	7.7249	5.2017	5.8345	5.532	4.8199	4.4164	3.6901	6.1381	5.273	6.0238	6.008	5.5575	5.4683	3.3508	5.1132	5.1548	5.1454	8.8435	4.2239	6.9533	5.9908	7.5162	5.1095	6.4226	3.1069	7.619	9.363	4.0719	4.1637	4.2179	5.9974	4.757	6.1267	3.8443	6.693	6.1482	3.8518	8.9521	4.2686	8.2943	12.4822	10.2949	5.6349	3.2016	7.5666	4.9247	6.7482	4.4052	4.8846	5.2329
EP400	12.4628	11.7514	13.9113	11.3729	12.2327	2.9361	18.2716	8.5952	14.0114	9.4103	11.1687	9.3698	4.9558	9.9671	3.5175	14.6253	9.1589	15.3485	14.0867	15.3271	5.5031	10.5501	10.6358	17.1525	12.1265	15.2841	9.6142	15.4353	19.2942	14.5682	8.6063	16.8618	2.7899	10.6296	9.384	4.6294	11.2727	3.1057	10.2954	10.4388	14.5502	13.2783	13.4991	9.3656	15.0905	15.6835	12.327	9.5437	3.9344	10.5791	15.5633	7.6394	12.706	13.072	10.886	11.0346	13.0854	13.0186
MEX3B	1.3953	0.9152	2.4407	0.8607	2.8115	1.1072	3.0284	0.8503	1.1277	1.4956	1.9297	1.082	0.8795	0.6114	1.144	2.6778	1.732	2.1878	2.6505	2.0789	1.0356	0.9407	1.0243	1.4015	0.8997	3.3009	1.2659	5.051	1.8236	1.62	1.4033	2.1356	1.2587	1.528	1.9636	1.2269	1.9609	2.7664	1.2475	3.2046	0.5717	1.4452	1.5111	1.1472	1.811	1.6861	4.7228	1.8764	1.2082	1.7043	1.2754	2.5066	1.4754	1.1993	1.6559	1.0955	2.3481	3.7644
TENT5C	36.1029	42.9332	67.1234	58.2784	44.5315	29.6059	35.8202	24.8864	33.5366	24.5183	54.7591	44.057	20.2074	21.9428	15.5449	35.5548	35.0623	36.0715	42.2204	34.6992	18.5438	58.8607	16.9364	43.0425	32.0407	50.0926	18.7341	37.287	49.2154	37.015	24.3213	54.7946	31.2115	25.3394	42.5303	30.613	48.4548	13.2045	26.083	29.2195	25.6362	49.289	39.3191	34.5751	31.5183	29.278	28.2789	45.5482	19.9954	45.8378	51.0748	38.6962	74.8292	47.0318	25.6958	39.5976	48.2045	51.2892
COA5	29.7469	24.6806	29.1787	21.5162	25.85	41.9928	33.7259	21.2481	27.8491	30.6319	17.8488	16.8767	27.3548	19.9331	31.1919	21.2052	23.497	21.0768	23.8496	28.8559	25.6205	21.6077	27.8294	32.1455	27.4998	26.1863	21.8236	33.9044	26.3051	25.8608	27.0253	29.6787	33.135	12.9287	30.1214	44.9811	21.508	39.1726	25.1065	21.9039	14.0249	26.0718	31.2293	15.5618	21.9777	25.5803	28.6093	24.0154	26.2208	13.691	21.7302	30.042	24.7098	28.2994	33.6596	25.4964	30.8974	26.5881
UTP11	19.5082	21.6738	26.3292	26.5661	32.1572	22.596	21.8101	25.3586	24.8372	29.9084	22.8632	27.5138	21.1685	25.2484	21.3781	23.5297	20.2038	20.2853	23.336	25.0763	24.6899	23.3637	22.2554	23.5829	22.6143	23.4089	18.9738	26.9518	23.1152	21.9056	24.1113	20.6515	19.0059	28.4528	20.4007	27.9602	23.7481	30.2507	38.0885	24.3605	26.719	29.3674	25.152	17.9275	23.0066	22.4155	25.1783	22.8807	31.1264	41.7784	29.2996	35.3188	27.3915	29.3314	23.4154	24.748	22.3827	23.6366
